,KODE_KEL_DESA,KODE_KEC,KODE_KAB_KOTA,KODE_PROVINSI,POPULASI,JUMLAH_KK,pemuda,dewasa,lansia,Pengangguran,Kerah Biru,Kerah Putih,Profesional,Tidak Sekolah,Sekolah,Universitas,Mayoritas,Minoritas,ISLAM,KRISTEN,KATOLIK,HINDU,BUDDHA,KONGHUCU,KEPERCAYAAN
1182,36.03.12.2013,36.03.12,36.03,36,34530,11039,8494,12688,2645,6654,6022,12703,83,10016,21731,2783,24261,10269,24261,5255,2417,180,2399,8,10
1183,36.03.12.2015,36.03.12,36.03,36,13549,4759,3645,5026,692,2810,2153,5808,14,4023,9154,372,13015,534,13015,373,99,18,44,0,0
1184,36.03.13.2001,36.03.13,36.03,36,12623,4350,3758,4001,1280,1991,4490,3126,23,3334,8903,386,12331,292,12331,142,16,0,134,0,0
1185,36.03.13.2002,36.03.13,36.03,36,12577,4263,3655,3937,1227,2243,3931,2504,6,3625,8636,316,12426,151,12426,31,12,5,93,10,0
1186,36.03.13.2004,36.03.13,36.03,36,12499,4326,3823,3763,1171,1978,4165,2219,7,3670,8641,188,12455,44,12455,24,5,0,15,0,0
1187,36.03.13.2008,36.03.13,36.03,36,3473,1243,1051,1014,346,604,1547,497,0,1273,2186,14,3314,159,3314,9,10,0,140,0,0
1188,36.03.13.2009,36.03.13,36.03,36,6104,2199,1909,1791,656,1031,2599,1260,1,1789,4250,65,5758,346,5758,35,6,0,302,3,0
1189,36.03.13.2011,36.03.13,36.03,36,8973,3152,2685,2633,995,1505,3464,2145,4,2567,6260,146,8211,762,8211,125,25,1,611,0,0
1190,36.03.13.2012,36.03.13,36.03,36,6654,2386,1994,2061,713,1241,2858,1457,5,2040,4526,88,5659,995,5659,180,14,0,785,16,0
1191,36.03.14.1010,36.03.14,36.03,36,18517,6353,5079,5869,2487,2165,6642,5891,26,4189,13648,680,10920,7597,10920,2281,590,25,4694,7,0
1192,36.03.14.2002,36.03.14,36.03,36,9695,3307,2721,3045,1081,1532,3247,2724,4,2880,6651,164,8007,1688,8007,489,139,1,1056,3,0
1193,36.03.14.2007,36.03.14,36.03,36,11129,3802,3254,3514,1211,1527,4580,2434,7,3141,7814,174,9731,1398,9731,366,39,0,992,1,0
1194,36.03.15.1001,36.03.15,36.03,36,10014,3488,2959,3119,1075,2475,4053,1813,40,3300,6424,290,9998,16,9998,14,0,0,2,0,0
1195,36.03.15.2005,36.03.15,36.03,36,4238,1477,1322,1206,499,980,1653,842,11,1572,2615,51,4237,1,4237,0,0,0,0,0,1
1196,36.03.15.2009,36.03.15,36.03,36,6836,2424,2048,2130,656,1403,2530,1633,20,2511,4198,127,6823,13,6823,3,0,0,10,0,0
1197,36.03.15.2010,36.03.15,36.03,36,7630,2576,2261,2207,867,1917,3594,1128,11,3321,4200,109,7614,16,7614,4,2,0,6,4,0
1198,36.03.22.2012,36.03.22,36.03,36,5133,1659,1571,1403,511,1280,1862,860,3,1258,3812,63,5113,20,5113,3,0,0,17,0,0
1199,36.03.16.2004,36.03.16,36.03,36,6311,2325,1887,1984,669,1271,2289,1485,8,1677,4543,91,6307,4,6307,2,2,0,0,0,0
1200,36.03.16.2011,36.03.16,36.03,36,16099,5319,3811,5859,1062,2963,3388,4831,30,4505,10744,850,15229,870,15229,624,119,3,117,7,0
1201,36.03.17.1001,36.03.17,36.03,36,17012,5880,4547,5627,1451,3229,3717,5853,27,4458,11675,879,16209,803,16209,337,124,24,311,6,1
1202,36.03.17.2010,36.03.17,36.03,36,12322,4240,3499,4038,966,2290,2902,3712,10,3367,8557,398,11793,529,11793,172,90,2,265,0,0
1203,36.03.18.1003,36.03.18,36.03,36,11213,3969,3007,4024,748,2093,2313,4933,2,2990,7983,240,11061,152,11061,82,24,3,43,0,0
1204,36.04.22.2014,36.04.22,36.04,36,3598,1091,1041,988,367,1190,1219,402,0,1133,2434,31,3596,2,3596,0,2,0,0,0,0
1205,36.03.18.2004,36.03.18,36.03,36,14170,5016,4125,4663,978,2649,3033,5197,11,3817,10014,339,13946,224,13946,129,53,10,31,0,1
1206,36.03.18.2006,36.03.18,36.03,36,13080,4313,3698,4230,969,2472,2911,4222,34,3726,8630,724,12353,727,12353,318,202,1,197,9,0
1207,36.03.18.2007,36.03.18,36.03,36,15014,5168,3841,5195,1227,2794,2763,5623,57,3970,9301,1743,11590,3424,11590,1489,773,21,1132,8,1
1208,36.03.18.2008,36.03.18,36.03,36,8882,3226,2763,2812,576,1774,1891,3483,8,2393,6296,193,8583,299,8583,165,95,18,21,0,0
1209,36.03.18.2009,36.03.18,36.03,36,10890,3836,2962,3888,873,2388,2656,4118,11,2692,7869,329,10750,140,10750,70,36,0,32,0,2
1210,36.03.18.2011,36.03.18,36.03,36,14343,5038,4076,4942,946,2768,3553,5260,18,3793,10171,379,14223,120,14223,60,36,0,24,0,0
1211,36.03.18.2012,36.03.18,36.03,36,19235,6164,4853,7142,1000,3489,3648,7128,9,5177,13492,566,18964,271,18964,210,29,8,20,0,4
1212,36.03.20.2002,36.03.20,36.03,36,9624,3187,2581,2999,827,2255,2891,2272,20,2847,6363,414,8926,698,8926,341,84,1,269,1,2
1213,36.03.19.1002,36.03.19,36.03,36,20756,6494,4450,7982,1195,4551,3804,7302,106,6110,12093,2553,17528,3228,17528,1618,828,30,725,27,0
1214,36.03.28.1004,36.03.28,36.03,36,18356,5913,4510,6244,2415,2883,3821,6265,106,3971,10458,3927,10100,8256,10100,3738,2914,12,1562,30,0
1215,36.03.19.2001,36.03.19,36.03,36,11264,3849,3494,3093,1050,2639,4305,1710,11,3400,7723,141,10490,774,10490,104,13,2,634,21,0
1216,36.03.19.2005,36.03.19,36.03,36,8951,2994,2674,2467,844,1759,2578,1848,11,2601,5985,365,8756,195,8756,123,46,0,26,0,0
1217,36.03.32.2001,36.03.32,36.03,36,4624,1673,1526,1226,555,1130,1843,879,4,1481,3098,45,4623,1,4623,0,0,0,0,0,1
1218,36.03.20.2003,36.03.20,36.03,36,13659,4488,3369,4398,1338,2907,3154,4159,37,3788,9089,782,13340,319,13340,183,50,5,80,1,0
1219,36.03.20.2004,36.03.20,36.03,36,7219,2343,2303,1765,639,1648,2911,713,0,2212,4945,62,6617,602,6617,68,12,0,496,26,0
1220,36.03.20.2008,36.03.20,36.03,36,6337,2105,1889,1624,575,1548,2533,914,2,1993,4266,78,5910,427,5910,110,5,0,312,0,0
1221,36.03.20.2010,36.03.20,36.03,36,7395,2469,2123,2096,772,1812,2239,1786,2,2083,5127,185,7277,118,7277,47,10,0,61,0,0
1222,36.03.20.2012,36.03.20,36.03,36,6326,2078,1820,1836,521,1328,1658,1616,2,1835,4324,167,5812,514,5812,102,40,0,367,5,0
1223,36.03.22.2003,36.03.22,36.03,36,10549,3371,3088,3343,998,1970,2713,2784,35,2506,6743,1300,9316,1233,9316,545,374,6,296,11,1
1224,36.03.22.2005,36.03.22,36.03,36,6072,2084,1919,1777,639,1340,2396,1081,3,1448,4494,130,5592,480,5592,55,21,0,404,0,0
1225,36.04.23.2012,36.04.23,36.04,36,2596,804,752,704,283,847,1137,143,0,845,1734,17,2596,0,2596,0,0,0,0,0,0
1226,36.03.22.2008,36.03.22,36.03,36,7537,2523,2191,2330,797,1661,2828,1389,8,1954,5376,207,7280,257,7280,130,44,0,83,0,0
1227,36.03.22.2009,36.03.22,36.03,36,5431,1873,1429,1808,633,1037,1574,1564,10,1294,3706,431,4895,536,4895,229,181,0,123,3,0
1228,36.03.22.2010,36.03.22,36.03,36,7123,2369,2059,2193,751,1549,3029,1082,5,1749,5198,176,6907,216,6907,54,35,0,126,1,0
1229,36.03.23.1001,36.03.23,36.03,36,14149,4726,4165,4087,1608,3145,4822,2940,26,3695,9739,715,13445,704,13445,380,104,2,209,7,2
1230,36.03.23.2006,36.03.23,36.03,36,6888,2430,1847,2247,738,1473,2034,1685,40,1844,3793,1251,5329,1559,5329,695,612,15,235,2,0
1231,36.03.23.2011,36.03.23,36.03,36,14624,4890,4096,4457,1509,3041,4108,3716,56,3884,9116,1624,13447,1177,13447,739,291,10,134,3,0
1232,36.71.07.1004,36.71.07,36.71,36,15191,5240,3577,5050,1874,2532,2816,5876,44,3926,9430,1835,13482,1709,13482,954,317,43,372,8,15
1233,36.03.27.2001,36.03.27,36.03,36,5946,2042,1735,1805,727,1541,2236,1115,9,1514,4260,172,5940,6,5940,0,0,0,5,1,0
1234,36.03.27.2002,36.03.27,36.03,36,8213,2780,2296,2538,905,2050,2741,1840,18,2059,5927,227,8197,16,8197,10,4,0,2,0,0
1235,36.03.27.2004,36.03.27,36.03,36,4965,1745,1406,1562,590,1129,2201,705,2,1267,3631,67,4964,1,4964,1,0,0,0,0,0
1236,36.03.27.2005,36.03.27,36.03,36,12687,3971,3307,4313,1042,2891,3329,3630,15,3171,8948,568,12202,485,12202,333,125,5,22,0,0
1237,36.03.27.2006,36.03.27,36.03,36,7721,2596,2118,2450,883,1879,2167,2178,17,1993,5358,370,7702,19,7702,14,2,0,3,0,0
1238,36.03.32.2002,36.03.32,36.03,36,4603,1698,1498,1272,574,1235,2147,768,3,1551,2984,68,4602,1,4602,0,0,0,0,0,1
1239,36.03.27.2007,36.03.27,36.03,36,7675,2602,2301,2200,926,1931,2512,1839,3,2147,5411,117,7670,5,7670,2,0,0,3,0,0
1240,36.03.28.1002,36.03.28,36.03,36,38841,12780,11353,11167,6249,5522,6733,15804,229,7839,23680,7322,32440,6401,32440,4167,1545,109,573,5,2
1241,36.03.32.2003,36.03.32,36.03,36,5730,2144,1626,1801,749,1322,2864,904,12,1915,3753,62,5729,1,5729,0,0,0,0,0,1
1242,36.03.29.2003,36.03.29,36.03,36,14344,4727,4110,4364,1198,2927,3038,4869,19,4531,9487,326,14238,106,14238,48,34,0,24,0,0
1243,36.03.29.2005,36.03.29,36.03,36,14146,4654,3783,4683,1052,3112,2890,4837,26,5138,8753,255,13824,322,13824,229,60,13,20,0,0
1244,36.03.29.2006,36.03.29,36.03,36,11227,3615,3403,2981,1169,2343,3815,2552,9,3865,7166,196,11223,4,11223,3,0,1,0,0,0
1245,36.03.30.2002,36.03.30,36.03,36,23158,7755,6946,7091,2187,5150,6790,5951,22,6260,16172,726,22069,1089,22069,386,101,17,581,3,1
1246,36.03.30.2003,36.03.30,36.03,36,7915,2620,2540,2297,804,1730,2730,1774,7,2931,4908,76,7906,9,7906,5,1,0,2,0,1
1247,36.03.30.2005,36.03.30,36.03,36,13084,4486,4122,3995,1234,2464,5049,2800,8,3561,9343,180,13074,10,13074,1,0,0,9,0,0
1248,36.03.30.2006,36.03.30,36.03,36,7881,2725,2480,2470,750,1667,2616,1952,12,2126,5694,61,7539,342,7539,118,6,0,218,0,0
1249,36.03.30.2008,36.03.30,36.03,36,8271,2756,2560,2445,838,1731,2474,2192,8,2265,5867,139,8234,37,8234,28,4,0,4,0,1
1250,36.03.31.2001,36.03.31,36.03,36,9101,2957,2806,2370,911,2465,3151,1607,6,2675,6265,161,9054,47,9054,35,1,0,11,0,0
1251,36.03.31.2003,36.03.31,36.03,36,19747,6286,5570,5773,2189,3955,5906,4495,21,5095,13905,747,18180,1567,18180,927,240,2,395,3,0
1252,36.03.31.2004,36.03.31,36.03,36,4696,1541,1505,1175,502,1201,1685,891,1,1350,3293,53,4661,35,4661,24,5,0,6,0,0
1253,36.03.31.2007,36.03.31,36.03,36,9281,2959,2670,2765,752,1704,2089,2350,6,2556,6362,363,9011,270,9011,193,47,0,30,0,0
1254,36.03.32.2007,36.03.32,36.03,36,7377,2680,2209,2247,770,2035,2727,1676,1,2642,4674,61,7377,0,7377,0,0,0,0,0,0
1255,36.03.32.2008,36.03.32,36.03,36,4422,1529,1446,1167,538,1183,1563,1057,4,1292,3074,56,4422,0,4422,0,0,0,0,0,0
1256,36.03.32.2009,36.03.32,36.03,36,4502,1611,1328,1291,529,1066,1732,1052,2,1308,3123,71,4502,0,4502,0,0,0,0,0,0
1257,36.03.33.2001,36.03.33,36.03,36,3614,1338,1231,947,455,1109,1278,952,8,1209,2314,91,3614,0,3614,0,0,0,0,0,0
1258,36.03.33.2005,36.03.33,36.03,36,2700,960,916,651,297,842,949,544,1,901,1777,22,2699,1,2699,1,0,0,0,0,0
1259,36.03.33.2006,36.03.33,36.03,36,5362,1957,1696,1567,660,1578,2457,970,10,1983,3286,93,5362,0,5362,0,0,0,0,0,0
1260,36.03.33.2008,36.03.33,36.03,36,4820,1727,1544,1390,607,1209,1488,1377,12,1451,3244,125,4819,1,4819,1,0,0,0,0,0
1261,36.04.05.2002,36.04.05,36.04,36,4789,1507,1329,1357,338,1612,1682,901,7,1780,2755,254,4685,104,4685,87,16,0,1,0,0
1262,36.04.05.2005,36.04.05,36.04,36,11544,3436,3095,3394,1510,3034,2954,2662,28,3233,6851,1460,10771,773,10771,493,228,34,18,0,0
1263,36.04.06.2011,36.04.06,36.04,36,2956,924,910,789,338,847,1248,219,0,1093,1854,9,2955,1,2955,1,0,0,0,0,0
1264,36.04.05.2010,36.04.05,36.04,36,5170,1565,1555,1370,572,1674,1925,535,1,1653,3388,129,5169,1,5169,1,0,0,0,0,0
1265,36.04.05.2012,36.04.05,36.04,36,4563,1415,1276,1293,461,1460,1471,733,12,1482,2740,341,4393,170,4393,141,23,0,6,0,0
1266,36.04.05.2013,36.04.05,36.04,36,8227,2301,2098,2629,672,2222,2113,1707,32,2468,5152,607,7840,387,7840,292,71,23,1,0,0
1267,36.04.05.2014,36.04.05,36.04,36,1728,543,529,456,221,512,742,197,3,488,1221,19,1728,0,1728,0,0,0,0,0,0
1268,36.04.06.2006,36.04.06,36.04,36,7155,2237,2163,2038,768,1879,2863,796,3,2356,4671,128,7154,1,7154,0,1,0,0,0,0
1269,36.04.06.2008,36.04.06,36.04,36,4282,1304,1256,1223,481,1105,1620,535,0,1344,2839,99,4281,1,4281,0,0,1,0,0,0
1270,36.04.06.2009,36.04.06,36.04,36,2060,635,638,530,263,552,757,205,0,699,1338,23,2060,0,2060,0,0,0,0,0,0
1271,36.04.06.2010,36.04.06,36.04,36,1909,598,595,521,222,506,722,201,0,627,1271,11,1909,0,1909,0,0,0,0,0,0
1272,36.04.07.2001,36.04.07,36.04,36,5335,1705,1395,1629,543,1505,1877,1004,6,1644,3454,237,5319,16,5319,8,1,4,3,0,0
1273,36.04.07.2003,36.04.07,36.04,36,2896,947,766,889,326,717,1145,480,4,850,1975,71,2896,0,2896,0,0,0,0,0,0
1274,36.04.07.2004,36.04.07,36.04,36,5055,1660,1574,1478,487,1535,2668,385,2,1430,3541,84,5046,9,5046,8,0,0,1,0,0
1275,36.04.07.2005,36.04.07,36.04,36,4319,1440,1170,1356,510,1101,1982,482,0,1273,2947,99,4318,1,4318,0,1,0,0,0,0
1276,36.04.07.2006,36.04.07,36.04,36,5005,1581,1408,1473,458,1431,1910,700,12,1598,3186,221,4885,120,4885,99,9,2,10,0,0
1277,36.04.09.2003,36.04.09,36.04,36,5834,1957,1701,1724,711,1441,2538,572,1,1774,3971,89,5833,1,5833,1,0,0,0,0,0
1278,36.04.07.2007,36.04.07,36.04,36,6193,2022,1692,1781,774,1744,2558,1018,9,1810,4020,363,6171,22,6171,22,0,0,0,0,0
1279,36.04.08.2001,36.04.08,36.04,36,2623,870,658,866,275,697,1074,402,0,781,1742,100,2623,0,2623,0,0,0,0,0,0
1280,36.04.08.2002,36.04.08,36.04,36,4627,1483,1131,1485,605,1176,1818,769,2,1374,3050,203,4627,0,4627,0,0,0,0,0,0
1281,36.04.08.2006,36.04.08,36.04,36,7045,2407,1981,2075,800,2002,3164,883,2,2345,4579,121,7036,9,7036,9,0,0,0,0,0
1282,36.04.08.2008,36.04.08,36.04,36,3829,1243,959,1163,442,1073,1768,331,3,1299,2411,119,3820,9,3820,9,0,0,0,0,0
1283,36.04.09.2001,36.04.09,36.04,36,2321,786,675,656,267,632,880,270,0,840,1459,22,2316,5,2316,0,2,0,0,0,3
1284,36.04.09.2002,36.04.09,36.04,36,6196,2003,1542,1991,669,1762,1782,1479,10,1835,3892,469,6098,98,6098,71,9,0,18,0,0
1285,36.04.09.2006,36.04.09,36.04,36,2213,736,675,648,244,673,896,264,3,668,1520,25,2212,1,2212,1,0,0,0,0,0
1286,36.04.09.2009,36.04.09,36.04,36,4160,1478,1332,1140,595,1327,1530,668,2,1370,2748,42,4159,1,4159,1,0,0,0,0,0
1287,36.04.09.2010,36.04.09,36.04,36,3586,1191,1061,1031,414,932,1601,302,2,1234,2315,37,3586,0,3586,0,0,0,0,0,0
1288,36.04.09.2013,36.04.09,36.04,36,3863,1301,1090,1108,523,1052,1517,575,5,1085,2669,109,3821,42,3821,32,10,0,0,0,0
1289,36.04.09.2014,36.04.09,36.04,36,13969,4226,3359,4812,689,4620,2843,4057,24,4811,8385,773,12388,1581,12388,1387,163,26,5,0,0
1290,36.04.09.2015,36.04.09,36.04,36,3731,1311,1145,1113,397,1018,1599,453,2,1040,2612,79,3729,2,3729,1,0,1,0,0,0
1291,36.04.09.2016,36.04.09,36.04,36,4100,1334,1159,1249,378,1221,1143,955,3,1320,2704,76,4025,75,4025,60,0,0,15,0,0
1292,36.04.11.2001,36.04.11,36.04,36,9576,3151,2415,2994,954,2526,2596,2607,10,2957,6145,474,9508,68,9508,46,7,4,11,0,0
1293,36.04.11.2002,36.04.11,36.04,36,5215,1764,1471,1547,580,1401,2166,681,0,1577,3574,64,5215,0,5215,0,0,0,0,0,0
1294,36.04.11.2006,36.04.11,36.04,36,5232,1751,1568,1490,522,1370,1943,747,0,1573,3574,85,5232,0,5232,0,0,0,0,0,0
1295,36.04.11.2011,36.04.11,36.04,36,11701,3615,2775,4051,589,3162,2597,3408,11,3968,7372,361,11191,510,11191,334,51,4,121,0,0
1296,36.04.11.2013,36.04.11,36.04,36,8555,2675,2348,2786,569,1933,2322,1842,0,2681,5685,189,8349,206,8349,160,44,0,2,0,0
1297,36.04.12.2004,36.04.12,36.04,36,4084,1517,1177,1227,624,826,2215,406,5,1066,2952,66,4077,7,4077,1,0,0,6,0,0
1298,36.04.12.2006,36.04.12,36.04,36,3568,1177,1067,938,536,803,1628,486,0,953,2487,128,3568,0,3568,0,0,0,0,0,0
1299,36.04.12.2008,36.04.12,36.04,36,5041,1721,1358,1485,733,1074,2685,479,12,1447,3474,120,5034,7,5034,2,0,0,5,0,0
1300,36.04.14.2003,36.04.14,36.04,36,4160,1465,1340,1122,527,1194,1978,211,0,1519,2544,97,4160,0,4160,0,0,0,0,0,0
1301,36.04.12.2009,36.04.12,36.04,36,4582,1558,1339,1378,531,1017,2160,488,10,1287,3204,91,4582,0,4582,0,0,0,0,0,0
1302,36.04.14.2004,36.04.14,36.04,36,2895,956,887,804,333,896,1238,209,5,1250,1588,57,2895,0,2895,0,0,0,0,0,0
1303,36.04.13.2001,36.04.13,36.04,36,3733,1181,1090,987,477,797,1580,411,3,1276,2166,291,3733,0,3733,0,0,0,0,0,0
1304,36.04.13.2002,36.04.13,36.04,36,2809,934,872,765,371,476,1489,116,3,931,1825,53,2809,0,2809,0,0,0,0,0,0
1305,36.04.13.2003,36.04.13,36.04,36,2577,798,810,692,323,562,1245,159,0,842,1682,53,2577,0,2577,0,0,0,0,0,0
1306,36.04.13.2005,36.04.13,36.04,36,2978,1087,793,925,493,527,1667,210,5,986,1882,110,2978,0,2978,0,0,0,0,0,0
1307,36.04.13.2008,36.04.13,36.04,36,3927,1292,1260,938,603,805,2100,156,5,1496,2323,108,3924,3,3924,0,0,0,3,0,0
1308,36.04.13.2011,36.04.13,36.04,36,2727,881,774,755,292,549,1541,92,0,1227,1472,28,2727,0,2727,0,0,0,0,0,0
1309,36.04.13.2012,36.04.13,36.04,36,2755,965,810,785,374,542,1484,133,0,997,1740,18,2755,0,2755,0,0,0,0,0,0
1310,36.04.13.2014,36.04.13,36.04,36,2804,908,798,764,356,604,1326,208,4,914,1808,82,2804,0,2804,0,0,0,0,0,0
1311,36.04.14.2002,36.04.14,36.04,36,4588,1478,1423,1235,607,1170,2217,171,4,1684,2836,68,4585,3,4585,1,2,0,0,0,0
1312,36.04.14.2005,36.04.14,36.04,36,6147,2053,1868,1718,836,1751,2596,500,2,2380,3630,137,6146,1,6146,1,0,0,0,0,0
1313,36.04.14.2006,36.04.14,36.04,36,3653,1171,1177,842,418,1155,1559,159,2,1489,2122,42,3652,1,3652,1,0,0,0,0,0
1314,36.04.15.2002,36.04.15,36.04,36,7038,2352,2129,2114,598,1997,2245,1630,4,2001,4906,131,6984,54,6984,50,2,0,2,0,0
1315,36.04.15.2006,36.04.15,36.04,36,5820,1911,1722,1555,594,1600,2618,409,0,1724,4075,21,5810,10,5810,2,7,0,0,0,1
1316,36.04.15.2007,36.04.15,36.04,36,6813,2341,2039,2051,687,1820,2132,1593,0,1794,4953,66,6715,98,6715,77,19,0,2,0,0
1317,36.04.15.2012,36.04.15,36.04,36,4083,1367,1198,1178,487,1158,1641,581,0,1073,2949,61,4082,1,4082,1,0,0,0,0,0
1318,36.04.16.2002,36.04.16,36.04,36,3748,1225,1129,1007,428,1150,1647,346,0,1143,2567,38,3745,3,3745,3,0,0,0,0,0
1319,36.04.16.2004,36.04.16,36.04,36,5897,2064,2040,1586,476,1177,1966,938,0,1865,3973,59,5767,130,5767,107,14,9,0,0,0
1320,36.04.16.2005,36.04.16,36.04,36,7559,2602,2066,2367,724,1964,1865,2164,5,2238,5185,136,7467,92,7467,76,16,0,0,0,0
1321,36.04.16.2009,36.04.16,36.04,36,6755,2210,1791,2227,509,1881,2080,1577,3,2112,4542,101,6672,83,6672,67,4,6,6,0,0
1322,36.04.17.2002,36.04.17,36.04,36,4052,1370,1111,1171,572,1407,1621,510,4,1334,2603,115,4052,0,4052,0,0,0,0,0,0
1323,36.04.17.2003,36.04.17,36.04,36,4866,1581,1504,1254,633,1717,1907,524,4,1595,3147,124,4861,5,4861,2,0,0,3,0,0
1324,36.04.17.2006,36.04.17,36.04,36,5759,1949,1727,1393,920,1923,2548,332,2,1992,3684,83,5759,0,5759,0,0,0,0,0,0
1325,36.04.17.2007,36.04.17,36.04,36,4590,1603,1372,1260,657,1500,2152,355,1,1280,3237,73,4590,0,4590,0,0,0,0,0,0
1326,36.71.07.1005,36.71.07,36.71,36,18803,6442,4797,5842,2564,2968,3794,7181,65,4742,11943,2118,15366,3437,15366,1617,903,26,890,0,1
1327,36.04.18.2004,36.04.18,36.04,36,6534,2212,2180,1673,669,1613,2369,911,1,2043,4451,40,6534,0,6534,0,0,0,0,0,0
1328,36.04.18.2006,36.04.18,36.04,36,3851,1300,1080,1094,452,898,1518,477,0,1376,2453,22,3846,5,3846,5,0,0,0,0,0
1329,36.04.19.2001,36.04.19,36.04,36,5435,1743,1424,1560,649,1433,1989,698,3,1669,3563,203,5435,0,5435,0,0,0,0,0,0
1330,36.04.19.2008,36.04.19,36.04,36,3472,1138,940,976,473,968,1584,244,1,1024,2353,95,3472,0,3472,0,0,0,0,0,0
1331,36.04.19.2003,36.04.19,36.04,36,7212,2367,2086,1862,836,1921,3072,538,11,2189,4889,134,7211,1,7211,0,0,0,1,0,0
1332,36.04.19.2005,36.04.19,36.04,36,2634,874,759,738,359,630,1252,134,0,693,1889,52,2634,0,2634,0,0,0,0,0,0
1333,36.04.19.2006,36.04.19,36.04,36,3765,1188,1032,1000,405,1080,1491,286,0,1246,2511,8,3765,0,3765,0,0,0,0,0,0
1334,36.04.19.2007,36.04.19,36.04,36,4326,1429,1239,1188,423,1173,1724,400,0,1357,2954,15,4326,0,4326,0,0,0,0,0,0
1335,36.04.19.2011,36.04.19,36.04,36,2376,762,630,672,236,625,962,165,1,806,1564,6,2376,0,2376,0,0,0,0,0,0
1336,36.04.19.2012,36.04.19,36.04,36,4590,1531,1297,1242,572,1299,1757,492,2,1435,2943,212,4587,3,4587,0,0,0,3,0,0
1337,36.04.27.2007,36.04.27,36.04,36,4718,1418,1368,1251,439,1092,1329,676,5,1451,3116,151,4718,0,4718,0,0,0,0,0,0
1338,36.04.20.2002,36.04.20,36.04,36,6208,2044,1772,1639,717,1687,2903,218,0,2037,4080,91,6208,0,6208,0,0,0,0,0,0
1339,36.04.20.2007,36.04.20,36.04,36,4892,1604,1410,1266,636,1433,2226,240,3,1506,3337,49,4892,0,4892,0,0,0,0,0,0
1340,36.04.20.2004,36.04.20,36.04,36,7088,2290,1989,1820,879,1953,3138,448,3,2245,4737,106,7088,0,7088,0,0,0,0,0,0
1341,36.04.20.2005,36.04.20,36.04,36,3718,1252,1115,963,499,1011,1827,170,1,1019,2635,64,3718,0,3718,0,0,0,0,0,0
1342,36.04.22.2001,36.04.22,36.04,36,5800,1793,1530,1601,707,1931,1902,916,3,1838,3747,215,5789,11,5789,0,0,0,11,0,0
1343,36.04.22.2002,36.04.22,36.04,36,3489,1075,968,919,392,1276,1462,220,0,1213,2251,25,3488,1,3488,1,0,0,0,0,0
1344,36.04.22.2008,36.04.22,36.04,36,3410,1018,941,890,411,1119,1319,256,0,1128,2257,25,3410,0,3410,0,0,0,0,0,0
1345,36.04.22.2009,36.04.22,36.04,36,5547,1768,1520,1550,677,1743,1650,1015,5,1719,3539,289,5538,9,5538,3,6,0,0,0,0
1346,36.04.22.2011,36.04.22,36.04,36,2714,818,775,671,329,903,958,190,0,909,1775,30,2713,1,2713,0,1,0,0,0,0
1347,36.04.22.2012,36.04.22,36.04,36,2794,859,792,740,294,934,1043,236,0,891,1884,19,2794,0,2794,0,0,0,0,0,0
1348,36.04.22.2013,36.04.22,36.04,36,2251,681,613,593,216,736,822,199,0,786,1458,7,2251,0,2251,0,0,0,0,0,0
1349,36.04.23.2001,36.04.23,36.04,36,5567,1877,1500,1571,818,1524,2281,645,3,1535,3866,166,5567,0,5567,0,0,0,0,0,0
1350,36.04.23.2003,36.04.23,36.04,36,2858,1003,749,816,441,810,1216,324,6,790,2021,47,2858,0,2858,0,0,0,0,0,0
1351,36.04.23.2004,36.04.23,36.04,36,4151,1373,1119,1129,552,1276,1529,537,0,1270,2811,70,4150,1,4150,1,0,0,0,0,0
1352,36.04.23.2009,36.04.23,36.04,36,5216,1816,1555,1436,670,1505,2280,452,2,1472,3715,29,5214,2,5214,2,0,0,0,0,0
1353,36.04.23.2011,36.04.23,36.04,36,3570,1206,962,953,504,967,1236,501,6,1095,2252,223,3569,1,3569,0,0,0,1,0,0
1354,36.04.23.2013,36.04.23,36.04,36,4054,1358,1121,1165,419,1237,1509,546,7,1256,2727,71,4054,0,4054,0,0,0,0,0,0
1355,36.04.23.2015,36.04.23,36.04,36,5941,1938,1764,1580,660,1819,2681,312,1,1890,4003,48,5941,0,5941,0,0,0,0,0,0
1356,36.04.23.2017,36.04.23,36.04,36,3506,1138,1038,938,371,1074,1433,311,0,1094,2363,49,3506,0,3506,0,0,0,0,0,0
1357,36.04.24.2003,36.04.24,36.04,36,6402,2109,1934,1667,699,1719,2963,289,0,2004,4366,32,6402,0,6402,0,0,0,0,0,0
1358,36.04.24.2005,36.04.24,36.04,36,4902,1641,1471,1355,468,1333,2271,240,0,1756,3127,19,4901,1,4901,1,0,0,0,0,0
1359,36.04.24.2006,36.04.24,36.04,36,3963,1328,1208,1047,487,1298,1911,193,0,1218,2725,20,3963,0,3963,0,0,0,0,0,0
1360,36.04.24.2007,36.04.24,36.04,36,6534,2172,1955,1720,767,1710,3092,286,2,2093,4372,69,6534,0,6534,0,0,0,0,0,0
1361,36.04.24.2008,36.04.24,36.04,36,6405,2230,1870,1767,935,1726,2877,494,6,1924,4377,104,6405,0,6405,0,0,0,0,0,0
1362,36.04.24.2010,36.04.24,36.04,36,6554,2162,1980,1816,744,1990,3027,450,4,2052,4445,57,6553,1,6553,0,1,0,0,0,0
