,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,Pengangguran,Kerah Biru,Kerah Putih,Profesional
30182,36.02.27.2003,36.02.27,36.02,36,448.0,946.0,359.0,2.0
30183,36.02.21.2005,36.02.21,36.02,36,2430.0,4360.0,1670.0,6.0
30184,36.02.21.2007,36.02.21,36.02,36,631.0,1329.0,344.0,0.0
30185,36.02.21.2008,36.02.21,36.02,36,976.0,1279.0,343.0,2.0
30186,36.02.21.2010,36.02.21,36.02,36,1154.0,2065.0,907.0,1.0
30187,36.02.21.2013,36.02.21,36.02,36,532.0,884.0,83.0,0.0
30188,36.02.22.2001,36.02.22,36.02,36,501.0,1221.0,327.0,8.0
30189,36.02.22.2002,36.02.22,36.02,36,771.0,2077.0,347.0,0.0
30190,36.02.22.2003,36.02.22,36.02,36,304.0,1240.0,98.0,0.0
30191,36.02.22.2005,36.02.22,36.02,36,744.0,1977.0,289.0,4.0
30192,36.02.22.2007,36.02.22,36.02,36,764.0,1866.0,368.0,2.0
30193,36.02.22.2008,36.02.22,36.02,36,378.0,1167.0,105.0,4.0
30194,36.02.22.2010,36.02.22,36.02,36,352.0,1043.0,108.0,0.0
30195,36.02.23.2001,36.02.23,36.02,36,909.0,1891.0,287.0,4.0
30196,36.02.23.2003,36.02.23,36.02,36,752.0,1258.0,201.0,0.0
30197,36.02.23.2006,36.02.23,36.02,36,1118.0,1422.0,371.0,1.0
30198,36.02.23.2009,36.02.23,36.02,36,797.0,1478.0,396.0,2.0
30199,36.02.24.2002,36.02.24,36.02,36,1958.0,2793.0,281.0,0.0
30200,36.02.24.2006,36.02.24,36.02,36,1667.0,2208.0,726.0,14.0
30201,36.02.24.2007,36.02.24,36.02,36,959.0,1195.0,630.0,8.0
30202,36.02.25.2003,36.02.25,36.02,36,570.0,1422.0,252.0,5.0
30203,36.03.05.2002,36.03.05,36.03,36,2181.0,2313.0,1661.0,6.0
30204,36.02.26.2004,36.02.26,36.02,36,1065.0,1956.0,1131.0,2.0
30205,36.02.26.2005,36.02.26,36.02,36,447.0,1255.0,349.0,0.0
30206,36.03.01.2013,36.03.01,36.03,36,1615.0,2232.0,1249.0,7.0
30207,36.02.26.2009,36.02.26,36.02,36,396.0,913.0,199.0,0.0
30208,36.02.27.2001,36.02.27,36.02,36,424.0,965.0,256.0,0.0
30209,36.02.27.2002,36.02.27,36.02,36,1123.0,2147.0,602.0,7.0
30210,36.02.27.2007,36.02.27,36.02,36,528.0,1494.0,231.0,2.0
30211,36.02.27.2008,36.02.27,36.02,36,311.0,1055.0,212.0,0.0
30212,36.02.27.2009,36.02.27,36.02,36,294.0,959.0,79.0,3.0
30213,36.02.28.2002,36.02.28,36.02,36,400.0,1118.0,174.0,0.0
30214,36.02.28.2004,36.02.28,36.02,36,327.0,1040.0,134.0,0.0
30215,36.03.01.2005,36.03.01,36.03,36,2055.0,1977.0,3009.0,23.0
30216,36.03.01.2009,36.03.01,36.03,36,3340.0,3747.0,3542.0,25.0
30217,36.03.01.1001,36.03.01,36.03,36,2287.0,2252.0,3430.0,21.0
30218,36.03.02.2004,36.03.02,36.03,36,1876.0,2553.0,1745.0,5.0
30219,36.03.03.1001,36.03.03,36.03,36,2813.0,2938.0,4401.0,33.0
30220,36.03.03.2002,36.03.03,36.03,36,1067.0,1593.0,1651.0,0.0
30221,36.03.03.2005,36.03.03,36.03,36,2530.0,2915.0,4151.0,8.0
30222,36.03.03.2006,36.03.03,36.03,36,1033.0,1371.0,1020.0,0.0
30223,36.03.03.2008,36.03.03,36.03,36,1886.0,2271.0,2620.0,2.0
30224,36.03.03.2009,36.03.03,36.03,36,1265.0,1532.0,1545.0,3.0
30225,36.03.04.2005,36.03.04,36.03,36,1475.0,1553.0,1861.0,9.0
30226,36.03.03.2010,36.03.03,36.03,36,2505.0,3094.0,4459.0,27.0
30227,36.03.03.2011,36.03.03,36.03,36,1435.0,2629.0,1589.0,5.0
30228,36.03.03.2014,36.03.03,36.03,36,1207.0,1688.0,1777.0,12.0
30229,36.03.04.2001,36.03.04,36.03,36,882.0,1371.0,764.0,2.0
30230,36.03.04.2003,36.03.04,36.03,36,1087.0,1275.0,911.0,5.0
30231,36.03.04.2004,36.03.04,36.03,36,1686.0,2080.0,1181.0,4.0
30232,36.03.04.2006,36.03.04,36.03,36,1252.0,1176.0,1471.0,3.0
30233,36.03.04.2010,36.03.04,36.03,36,851.0,904.0,727.0,2.0
30234,36.03.05.2003,36.03.05,36.03,36,2447.0,2414.0,2257.0,12.0
30235,36.03.05.2008,36.03.05,36.03,36,1838.0,2119.0,1609.0,2.0
30236,36.03.09.2005,36.03.09,36.03,36,1693.0,2321.0,1281.0,2.0
30237,36.03.05.2017,36.03.05,36.03,36,2949.0,2729.0,2533.0,7.0
30238,36.03.06.2001,36.03.06,36.03,36,951.0,2205.0,1177.0,4.0
30239,36.03.06.2009,36.03.06,36.03,36,1660.0,2645.0,1591.0,10.0
30240,36.03.06.2015,36.03.06,36.03,36,1525.0,2549.0,1873.0,8.0
30241,36.03.06.2018,36.03.06,36.03,36,1723.0,2995.0,2643.0,19.0
30242,36.03.07.2015,36.03.07,36.03,36,1061.0,1427.0,1212.0,7.0
30243,36.03.08.2004,36.03.08,36.03,36,1443.0,2740.0,1445.0,4.0
30244,36.03.08.2005,36.03.08,36.03,36,1057.0,1617.0,1221.0,12.0
30245,36.03.08.2006,36.03.08,36.03,36,816.0,1445.0,999.0,1.0
30246,36.03.08.2007,36.03.08,36.03,36,1691.0,2739.0,1612.0,8.0
30247,36.03.08.2009,36.03.08,36.03,36,1533.0,3909.0,794.0,4.0
30248,36.03.08.2010,36.03.08,36.03,36,1611.0,2065.0,2696.0,23.0
30249,36.03.08.2011,36.03.08,36.03,36,1514.0,2521.0,1447.0,11.0
30250,36.03.13.2003,36.03.13,36.03,36,1545.0,3321.0,2105.0,5.0
30251,36.03.08.2012,36.03.08,36.03,36,1378.0,2898.0,1072.0,1.0
30252,36.03.09.2001,36.03.09,36.03,36,1158.0,1557.0,577.0,4.0
30253,36.03.09.2002,36.03.09,36.03,36,994.0,1552.0,630.0,1.0
30254,36.03.09.2004,36.03.09,36.03,36,2254.0,3113.0,2125.0,8.0
30255,36.03.09.2006,36.03.09,36.03,36,2500.0,3120.0,2085.0,16.0
30256,36.03.10.2002,36.03.10,36.03,36,1805.0,2056.0,2317.0,27.0
30257,36.03.11.1010,36.03.11,36.03,36,3978.0,4881.0,6211.0,23.0
30258,36.03.11.2001,36.03.11,36.03,36,2590.0,3028.0,3323.0,25.0
30259,36.03.11.2002,36.03.11,36.03,36,1410.0,1850.0,1655.0,12.0
30260,36.03.11.2005,36.03.11,36.03,36,1199.0,1872.0,1195.0,10.0
30261,36.03.11.2007,36.03.11,36.03,36,3060.0,4557.0,2975.0,18.0
30262,36.03.11.2009,36.03.11,36.03,36,1015.0,1689.0,1176.0,4.0
30263,36.03.11.2014,36.03.11,36.03,36,5289.0,5673.0,7597.0,34.0
30264,36.03.12.1012,36.03.12,36.03,36,5422.0,4030.0,11437.0,57.0
30265,36.03.12.1014,36.03.12,36.03,36,4387.0,5393.0,10830.0,105.0
30266,36.03.13.2005,36.03.13,36.03,36,2475.0,6096.0,3751.0,15.0
30267,36.03.13.2006,36.03.13,36.03,36,2587.0,4932.0,4349.0,32.0
30268,36.03.13.2007,36.03.13,36.03,36,1783.0,3685.0,2936.0,16.0
30269,36.03.22.2006,36.03.22,36.03,36,1433.0,2194.0,1789.0,16.0
30270,36.03.13.2010,36.03.13,36.03,36,1460.0,4310.0,1203.0,10.0
30271,36.03.13.2013,36.03.13,36.03,36,2267.0,4344.0,2738.0,10.0
30272,36.03.14.1003,36.03.14,36.03,36,2419.0,5205.0,3788.0,7.0
30273,36.03.14.2004,36.03.14,36.03,36,824.0,2318.0,1056.0,0.0
30274,36.03.14.2005,36.03.14,36.03,36,1907.0,4560.0,2934.0,2.0
30275,36.03.14.2006,36.03.14,36.03,36,1703.0,3736.0,2276.0,11.0
30276,36.03.14.2008,36.03.14,36.03,36,1732.0,4876.0,2558.0,10.0
30277,36.03.14.2009,36.03.14,36.03,36,1182.0,2231.0,1956.0,11.0
30278,36.03.15.2002,36.03.15,36.03,36,1601.0,2257.0,1561.0,21.0
30279,36.03.15.2003,36.03.15,36.03,36,1262.0,2363.0,1076.0,4.0
30280,36.03.15.2004,36.03.15,36.03,36,1482.0,2762.0,1103.0,14.0
30281,36.03.15.2006,36.03.15,36.03,36,1597.0,2584.0,1132.0,15.0
30282,36.03.15.2007,36.03.15,36.03,36,1678.0,3461.0,1676.0,8.0
30283,36.03.15.2008,36.03.15,36.03,36,1851.0,3235.0,991.0,1.0
30284,36.04.05.2015,36.04.05,36.04,36,1793.0,1600.0,1882.0,27.0
30285,36.03.15.2011,36.03.15,36.03,36,2040.0,4259.0,1248.0,14.0
30286,36.03.15.2012,36.03.15,36.03,36,2855.0,4271.0,2618.0,6.0
30287,36.03.15.2013,36.03.15,36.03,36,1279.0,1591.0,1311.0,9.0
30288,36.03.15.2014,36.03.15,36.03,36,1958.0,3583.0,1840.0,5.0
30289,36.03.16.1001,36.03.16,36.03,36,2406.0,2867.0,3922.0,38.0
30290,36.03.16.2002,36.03.16,36.03,36,3911.0,4494.0,6670.0,26.0
30291,36.03.16.2003,36.03.16,36.03,36,2250.0,3348.0,3446.0,11.0
30292,36.03.16.2008,36.03.16,36.03,36,1978.0,2390.0,3274.0,25.0
30293,36.03.16.2012,36.03.16,36.03,36,1710.0,2435.0,2394.0,5.0
30294,36.03.16.2015,36.03.16,36.03,36,2124.0,3177.0,2939.0,25.0
30295,36.03.17.1005,36.03.17,36.03,36,3081.0,3356.0,5259.0,58.0
30296,36.03.17.1006,36.03.17,36.03,36,7688.0,10094.0,19376.0,266.0
30297,36.03.17.2002,36.03.17,36.03,36,2634.0,3584.0,3525.0,17.0
30298,36.03.17.2003,36.03.17,36.03,36,5019.0,5247.0,10315.0,32.0
30299,36.03.17.2004,36.03.17,36.03,36,3046.0,3192.0,6138.0,11.0
30300,36.03.18.1001,36.03.18,36.03,36,3965.0,4238.0,7985.0,39.0
30301,36.03.18.2002,36.03.18,36.03,36,1968.0,2488.0,3245.0,15.0
30302,36.03.18.2005,36.03.18,36.03,36,3612.0,2954.0,6810.0,19.0
30303,36.03.18.2010,36.03.18,36.03,36,3051.0,3238.0,6474.0,19.0
30304,36.03.18.2013,36.03.18,36.03,36,998.0,1317.0,1440.0,1.0
30305,36.03.18.2014,36.03.18,36.03,36,2807.0,2935.0,4939.0,11.0
30306,36.03.19.2003,36.03.19,36.03,36,2165.0,2864.0,2581.0,5.0
30307,36.03.20.2006,36.03.20,36.03,36,2685.0,3214.0,3256.0,37.0
30308,36.03.19.2004,36.03.19,36.03,36,1632.0,2623.0,1234.0,6.0
30309,36.03.19.2006,36.03.19,36.03,36,1873.0,2330.0,1395.0,2.0
30310,36.03.19.2007,36.03.19,36.03,36,6232.0,5871.0,8029.0,64.0
30311,36.03.19.2008,36.03.19,36.03,36,3537.0,3944.0,4426.0,15.0
30312,36.03.20.1011,36.03.20,36.03,36,2613.0,2930.0,3541.0,17.0
30313,36.03.20.2005,36.03.20,36.03,36,1251.0,2417.0,642.0,2.0
30314,36.03.20.2007,36.03.20,36.03,36,2551.0,3180.0,2658.0,10.0
30315,36.03.20.2009,36.03.20,36.03,36,2660.0,3356.0,3638.0,21.0
30316,36.03.22.1004,36.03.22,36.03,36,3052.0,3785.0,5802.0,71.0
30317,36.03.22.2002,36.03.22,36.03,36,1217.0,2048.0,1267.0,4.0
30318,36.03.22.2007,36.03.22,36.03,36,1732.0,3033.0,1522.0,8.0
30319,36.03.22.2011,36.03.22,36.03,36,1579.0,2287.0,1436.0,9.0
30320,36.03.23.2003,36.03.23,36.03,36,1816.0,2613.0,934.0,6.0
30321,36.03.23.2005,36.03.23,36.03,36,5736.0,5529.0,7702.0,66.0
30322,36.03.23.2009,36.03.23,36.03,36,1557.0,2231.0,935.0,1.0
30323,36.03.27.2003,36.03.27,36.03,36,2171.0,2753.0,2132.0,10.0
30324,36.03.27.2008,36.03.27,36.03,36,1268.0,2231.0,1306.0,3.0
30325,36.03.28.1001,36.03.28,36.03,36,3590.0,5086.0,9122.0,137.0
30326,36.03.28.1003,36.03.28,36.03,36,1245.0,1395.0,4355.0,194.0
30327,36.03.28.1005,36.03.28,36.03,36,7061.0,9521.0,15887.0,282.0
30328,36.03.28.2006,36.03.28,36.03,36,1821.0,2778.0,3847.0,83.0
30329,36.03.29.2001,36.03.29,36.03,36,1693.0,2658.0,2187.0,0.0
30330,36.03.29.2002,36.03.29,36.03,36,3516.0,4287.0,5202.0,58.0
30331,36.03.29.2004,36.03.29,36.03,36,2101.0,3185.0,2042.0,6.0
30332,36.03.29.2007,36.03.29,36.03,36,1424.0,2128.0,1087.0,4.0
30333,36.03.30.2001,36.03.30,36.03,36,2356.0,3379.0,2625.0,9.0
30334,36.03.30.2004,36.03.30,36.03,36,1849.0,2766.0,1855.0,4.0
30335,36.03.30.2007,36.03.30,36.03,36,1482.0,2693.0,1136.0,0.0
30336,36.03.31.2002,36.03.31,36.03,36,2911.0,4358.0,2429.0,9.0
30337,36.03.32.2004,36.03.32,36.03,36,1016.0,1868.0,520.0,2.0
30338,36.03.31.2005,36.03.31,36.03,36,1246.0,2056.0,820.0,2.0
30339,36.03.31.2006,36.03.31,36.03,36,3595.0,4164.0,4975.0,27.0
30340,36.03.32.2006,36.03.32,36.03,36,1453.0,2415.0,1065.0,1.0
30341,36.03.33.2002,36.03.33,36.03,36,864.0,1117.0,655.0,0.0
30342,36.03.33.2004,36.03.33,36.03,36,1029.0,1275.0,839.0,2.0
30343,36.03.33.2007,36.03.33,36.03,36,1915.0,2330.0,1722.0,7.0
30344,36.04.05.2001,36.04.05,36.04,36,2727.0,2549.0,2585.0,37.0
30345,36.04.05.2003,36.04.05,36.04,36,3487.0,3397.0,1598.0,23.0
30346,36.04.05.2004,36.04.05,36.04,36,1376.0,1423.0,526.0,3.0
30347,36.04.05.2006,36.04.05,36.04,36,1532.0,1272.0,1284.0,15.0
30348,36.04.05.2007,36.04.05,36.04,36,1151.0,1659.0,698.0,3.0
30349,36.04.05.2008,36.04.05,36.04,36,1096.0,1339.0,370.0,1.0
30350,36.04.05.2009,36.04.05,36.04,36,1717.0,2177.0,362.0,2.0
30351,36.04.05.2011,36.04.05,36.04,36,2259.0,2220.0,1154.0,8.0
30352,36.04.06.2001,36.04.06,36.04,36,2946.0,3161.0,2378.0,18.0
30353,36.04.06.2002,36.04.06,36.04,36,738.0,1041.0,251.0,0.0
30354,36.04.06.2003,36.04.06,36.04,36,858.0,1065.0,413.0,2.0
30355,36.04.06.2004,36.04.06,36.04,36,624.0,892.0,272.0,1.0
30356,36.04.06.2005,36.04.06,36.04,36,841.0,1236.0,372.0,0.0
30357,36.04.06.2007,36.04.06,36.04,36,964.0,1155.0,520.0,0.0
30358,36.04.07.2002,36.04.07,36.04,36,1036.0,1499.0,599.0,10.0
30359,36.04.07.2008,36.04.07,36.04,36,787.0,1255.0,412.0,2.0
30360,36.04.07.2009,36.04.07,36.04,36,777.0,1459.0,176.0,0.0
30361,36.04.07.2010,36.04.07,36.04,36,977.0,1441.0,319.0,3.0
30362,36.04.07.2011,36.04.07,36.04,36,757.0,1427.0,366.0,0.0
30363,36.04.08.2003,36.04.08,36.04,36,906.0,1041.0,585.0,2.0
30364,36.04.08.2004,36.04.08,36.04,36,1161.0,2342.0,353.0,2.0
30365,36.04.08.2005,36.04.08,36.04,36,1231.0,1940.0,758.0,1.0
30366,36.04.08.2007,36.04.08,36.04,36,1075.0,1867.0,304.0,0.0
30367,36.04.08.2009,36.04.08,36.04,36,939.0,1986.0,156.0,0.0
30368,36.04.09.2004,36.04.09,36.04,36,1030.0,1202.0,642.0,1.0
30369,36.04.09.2005,36.04.09,36.04,36,1347.0,1997.0,710.0,3.0
30370,36.04.09.2011,36.04.09,36.04,36,1153.0,1538.0,343.0,0.0
30371,36.04.09.2012,36.04.09,36.04,36,1100.0,1919.0,296.0,2.0
30372,36.04.11.2003,36.04.11,36.04,36,1027.0,1345.0,556.0,0.0
30373,36.04.09.2017,36.04.09,36.04,36,3527.0,2083.0,3467.0,18.0
30374,36.04.11.2007,36.04.11,36.04,36,2813.0,3506.0,2203.0,6.0
30375,36.04.11.2008,36.04.11,36.04,36,1216.0,1831.0,716.0,0.0
30376,36.04.11.2012,36.04.11,36.04,36,782.0,1246.0,584.0,3.0
30377,36.04.11.2014,36.04.11,36.04,36,804.0,1009.0,795.0,3.0
30378,36.04.12.2003,36.04.12,36.04,36,1030.0,2393.0,439.0,10.0
30379,36.04.12.2010,36.04.12,36.04,36,940.0,1718.0,929.0,13.0
30380,36.04.12.2011,36.04.12,36.04,36,921.0,2015.0,485.0,0.0
30381,36.04.12.2012,36.04.12,36.04,36,503.0,1313.0,131.0,4.0
30382,36.04.12.2013,36.04.12,36.04,36,903.0,2056.0,325.0,2.0
30383,36.04.13.2004,36.04.13,36.04,36,570.0,1606.0,84.0,2.0
30384,36.04.13.2006,36.04.13,36.04,36,929.0,2390.0,409.0,22.0
30385,36.04.13.2007,36.04.13,36.04,36,1009.0,3558.0,215.0,1.0
30386,36.04.13.2009,36.04.13,36.04,36,345.0,929.0,44.0,0.0
30387,36.04.13.2010,36.04.13,36.04,36,542.0,1194.0,177.0,6.0
30388,36.04.13.2013,36.04.13,36.04,36,412.0,1039.0,140.0,3.0
30389,36.04.14.2001,36.04.14,36.04,36,646.0,1064.0,181.0,3.0
30390,36.04.15.2013,36.04.15,36.04,36,4592.0,3924.0,5006.0,9.0
30391,36.04.14.2007,36.04.14,36.04,36,1454.0,2237.0,228.0,3.0
30392,36.04.14.2008,36.04.14,36.04,36,1558.0,2767.0,234.0,0.0
30393,36.04.14.2009,36.04.14,36.04,36,869.0,1818.0,147.0,0.0
30394,36.04.15.2001,36.04.15,36.04,36,4668.0,4437.0,4321.0,16.0
30395,36.04.15.2003,36.04.15,36.04,36,1490.0,2349.0,614.0,0.0
30396,36.04.15.2004,36.04.15,36.04,36,2490.0,3199.0,1617.0,5.0
30397,36.04.15.2005,36.04.15,36.04,36,1840.0,2841.0,565.0,0.0
30398,36.04.15.2008,36.04.15,36.04,36,1290.0,1750.0,634.0,0.0
30399,36.04.15.2009,36.04.15,36.04,36,1940.0,2050.0,1523.0,4.0
30400,36.04.15.2010,36.04.15,36.04,36,1365.0,2000.0,267.0,1.0
30401,36.04.15.2011,36.04.15,36.04,36,1495.0,1985.0,497.0,1.0
30402,36.04.16.2001,36.04.16,36.04,36,2191.0,2423.0,1723.0,2.0
30403,36.04.16.2003,36.04.16,36.04,36,1244.0,1621.0,910.0,1.0
30404,36.04.17.2004,36.04.17,36.04,36,1654.0,2562.0,944.0,8.0
30405,36.04.16.2006,36.04.16,36.04,36,1284.0,2028.0,692.0,0.0
30406,36.04.16.2007,36.04.16,36.04,36,1370.0,1520.0,947.0,3.0
30407,36.04.16.2008,36.04.16,36.04,36,1790.0,1612.0,1601.0,1.0
30408,36.04.17.2001,36.04.17,36.04,36,998.0,1193.0,229.0,0.0
30409,36.04.17.2009,36.04.17,36.04,36,1460.0,1870.0,370.0,2.0
30410,36.04.17.2010,36.04.17,36.04,36,1409.0,1875.0,282.0,0.0
30411,36.04.18.2001,36.04.18,36.04,36,948.0,1599.0,768.0,3.0
30412,36.04.18.2002,36.04.18,36.04,36,856.0,1162.0,817.0,1.0
30413,36.04.18.2003,36.04.18,36.04,36,558.0,789.0,330.0,3.0
30414,36.04.18.2005,36.04.18,36.04,36,879.0,1365.0,521.0,1.0
30415,36.04.18.2007,36.04.18,36.04,36,1054.0,1406.0,935.0,0.0
30416,36.04.19.2002,36.04.19,36.04,36,1118.0,1627.0,388.0,7.0
30417,36.04.19.2004,36.04.19,36.04,36,1438.0,2099.0,555.0,3.0
30418,36.04.19.2009,36.04.19,36.04,36,765.0,1110.0,307.0,2.0
30419,36.04.19.2010,36.04.19,36.04,36,818.0,1215.0,233.0,2.0
30420,36.04.19.2013,36.04.19,36.04,36,756.0,1114.0,319.0,5.0
30421,36.04.19.2014,36.04.19,36.04,36,830.0,1227.0,384.0,7.0
30422,36.04.19.2015,36.04.19,36.04,36,452.0,812.0,149.0,0.0
30423,36.04.20.2001,36.04.20,36.04,36,1306.0,2003.0,364.0,6.0
30424,36.04.20.2003,36.04.20,36.04,36,1364.0,2591.0,178.0,1.0
30425,36.04.20.2006,36.04.20,36.04,36,1202.0,1587.0,110.0,0.0
30426,36.04.20.2008,36.04.20,36.04,36,1789.0,2421.0,300.0,2.0
30427,36.04.20.2009,36.04.20,36.04,36,521.0,968.0,111.0,0.0
30428,36.04.22.2003,36.04.22,36.04,36,1750.0,1879.0,636.0,3.0
30429,36.04.22.2004,36.04.22,36.04,36,1508.0,1632.0,481.0,0.0
30430,36.04.22.2005,36.04.22,36.04,36,795.0,971.0,295.0,1.0
30431,36.04.22.2007,36.04.22,36.04,36,1478.0,1967.0,355.0,2.0
30432,36.04.22.2010,36.04.22,36.04,36,1029.0,1104.0,317.0,0.0
30433,36.04.23.2002,36.04.23,36.04,36,1663.0,2342.0,611.0,0.0
30434,36.04.23.2005,36.04.23,36.04,36,1357.0,1843.0,379.0,5.0
30435,36.04.23.2006,36.04.23,36.04,36,1043.0,1130.0,401.0,4.0
30436,36.04.23.2007,36.04.23,36.04,36,1507.0,1775.0,825.0,4.0
30437,36.04.23.2008,36.04.23,36.04,36,2013.0,2550.0,449.0,2.0
30438,36.04.23.2010,36.04.23,36.04,36,762.0,1422.0,215.0,1.0
30439,36.04.23.2014,36.04.23,36.04,36,882.0,1221.0,296.0,0.0
30440,36.04.23.2016,36.04.23,36.04,36,1225.0,1592.0,475.0,4.0
30441,36.04.24.2001,36.04.24,36.04,36,1599.0,2145.0,720.0,10.0
30442,36.04.24.2002,36.04.24,36.04,36,1544.0,2409.0,219.0,3.0
30443,36.04.24.2004,36.04.24,36.04,36,1533.0,2030.0,273.0,2.0
30444,36.04.24.2018,36.04.24,36.04,36,1126.0,1635.0,139.0,4.0
30445,36.04.25.2002,36.04.25,36.04,36,1258.0,2351.0,331.0,2.0
30446,36.04.28.2010,36.04.28,36.04,36,2479.0,2759.0,507.0,0.0
30447,36.04.25.2004,36.04.25,36.04,36,1224.0,2473.0,332.0,7.0
30448,36.04.25.2005,36.04.25,36.04,36,1343.0,2479.0,451.0,3.0
30449,36.04.25.2009,36.04.25,36.04,36,492.0,1059.0,222.0,0.0
30450,36.04.26.2001,36.04.26,36.04,36,1553.0,1816.0,688.0,2.0
30451,36.04.26.2002,36.04.26,36.04,36,1177.0,1650.0,536.0,3.0
30452,36.04.26.2003,36.04.26,36.04,36,2103.0,2770.0,975.0,7.0
30453,36.04.27.2001,36.04.27,36.04,36,820.0,1709.0,325.0,3.0
30454,36.04.26.2004,36.04.26,36.04,36,1766.0,2516.0,387.0,2.0
30455,36.04.26.2005,36.04.26,36.04,36,1718.0,2930.0,551.0,2.0
30456,36.04.26.2007,36.04.26,36.04,36,1674.0,2305.0,722.0,0.0
30457,36.04.26.2008,36.04.26,36.04,36,1796.0,1920.0,1150.0,1.0
30458,36.04.26.2009,36.04.26,36.04,36,2143.0,2402.0,1183.0,0.0
30459,36.04.27.2003,36.04.27,36.04,36,899.0,1600.0,264.0,0.0
30460,36.04.27.2009,36.04.27,36.04,36,601.0,1171.0,148.0,0.0
30461,36.04.27.2011,36.04.27,36.04,36,856.0,1315.0,195.0,0.0
30462,36.04.29.2013,36.04.29,36.04,36,1147.0,1463.0,324.0,0.0
30463,36.04.28.2006,36.04.28,36.04,36,1700.0,1698.0,425.0,2.0
30464,36.04.28.2007,36.04.28,36.04,36,1034.0,1175.0,187.0,0.0
30465,36.04.28.2009,36.04.28,36.04,36,1988.0,1958.0,371.0,1.0
30466,36.04.28.2012,36.04.28,36.04,36,2111.0,2423.0,568.0,4.0
30467,36.04.28.2015,36.04.28,36.04,36,474.0,547.0,63.0,0.0
30468,36.04.29.2001,36.04.29,36.04,36,1498.0,1742.0,556.0,4.0
30469,36.04.29.2014,36.04.29,36.04,36,722.0,934.0,199.0,0.0
30470,36.04.29.2003,36.04.29,36.04,36,1182.0,1662.0,253.0,1.0
30471,36.04.29.2004,36.04.29,36.04,36,2455.0,2992.0,601.0,3.0
30472,36.04.29.2005,36.04.29,36.04,36,924.0,984.0,334.0,3.0
30473,36.04.29.2006,36.04.29,36.04,36,2091.0,2310.0,783.0,1.0
30474,36.04.29.2007,36.04.29,36.04,36,749.0,987.0,73.0,0.0
30475,36.04.29.2009,36.04.29,36.04,36,1138.0,1726.0,397.0,4.0
30476,36.04.29.2010,36.04.29,36.04,36,1428.0,1935.0,293.0,3.0
30477,36.04.29.2012,36.04.29,36.04,36,1282.0,1751.0,440.0,0.0
30478,36.04.30.2002,36.04.30,36.04,36,1249.0,1657.0,415.0,0.0
30479,36.04.30.2005,36.04.30,36.04,36,1272.0,1808.0,780.0,2.0
30480,36.04.30.2007,36.04.30,36.04,36,1472.0,2038.0,674.0,6.0
30481,36.04.30.2008,36.04.30,36.04,36,813.0,1437.0,321.0,0.0
30482,36.04.31.2001,36.04.31,36.04,36,1425.0,1868.0,783.0,7.0
30483,36.04.31.2002,36.04.31,36.04,36,1362.0,1433.0,550.0,3.0
30484,36.04.31.2007,36.04.31,36.04,36,1237.0,1534.0,505.0,0.0
30485,36.04.31.2005,36.04.31,36.04,36,1855.0,2188.0,868.0,3.0
30486,36.04.31.2006,36.04.31,36.04,36,1367.0,2090.0,331.0,1.0
30487,36.04.31.2008,36.04.31,36.04,36,954.0,1516.0,182.0,1.0
30488,36.04.31.2009,36.04.31,36.04,36,1210.0,1890.0,457.0,3.0
30489,36.04.31.2010,36.04.31,36.04,36,1384.0,1980.0,676.0,10.0
30490,36.04.31.2012,36.04.31,36.04,36,717.0,930.0,157.0,0.0
30491,36.04.32.2001,36.04.32,36.04,36,1291.0,1464.0,504.0,0.0
30492,36.04.32.2003,36.04.32,36.04,36,1344.0,1671.0,444.0,1.0
30493,36.04.32.2006,36.04.32,36.04,36,766.0,1205.0,261.0,2.0
30494,36.04.32.2012,36.04.32,36.04,36,1533.0,1671.0,638.0,3.0
30495,36.04.33.2003,36.04.33,36.04,36,1150.0,1589.0,280.0,0.0
30496,36.04.32.2014,36.04.32,36.04,36,452.0,727.0,144.0,0.0
30497,36.04.33.2002,36.04.33,36.04,36,1143.0,1450.0,329.0,0.0
30498,36.04.33.2004,36.04.33,36.04,36,729.0,1062.0,186.0,0.0
30499,36.04.33.2006,36.04.33,36.04,36,616.0,777.0,127.0,0.0
30500,36.04.33.2007,36.04.33,36.04,36,593.0,1067.0,130.0,1.0
30501,36.04.34.2001,36.04.34,36.04,36,2451.0,3209.0,490.0,0.0
30502,36.04.34.2002,36.04.34,36.04,36,1861.0,2348.0,366.0,0.0
30503,36.04.34.2004,36.04.34,36.04,36,1193.0,1780.0,341.0,6.0
30504,36.04.34.2005,36.04.34,36.04,36,988.0,1260.0,319.0,1.0
30505,36.04.34.2006,36.04.34,36.04,36,1318.0,1517.0,509.0,4.0
30506,36.04.34.2008,36.04.34,36.04,36,1367.0,1655.0,268.0,0.0
30507,36.04.35.2002,36.04.35,36.04,36,1094.0,1872.0,441.0,2.0
30508,36.04.35.2003,36.04.35,36.04,36,618.0,1306.0,169.0,0.0
30509,36.71.01.1003,36.71.01,36.71,36,5768.0,7575.0,12221.0,140.0
30510,36.71.01.1004,36.71.01,36.71,36,4011.0,6091.0,7462.0,92.0
30511,36.71.01.1007,36.71.01,36.71,36,3498.0,4998.0,9258.0,140.0
